Year,Rank,Id,Name,Position,Team,Receptions,Targets,Yards,YPC,Touchdowns,YPG,Fumbles
2005,314,389,Jerome Bettis,RB,PIT,4,0,40,10.0,0,3.3,0
2005,314,4597,Bobby Wade,WR,CHI/TEN,4,0,40,10.0,0,20.0,0
2005,316,3631,Justin Peelle,TE,SD,11,0,38,3.5,1,2.4,0
2005,317,9286,J.P. Foschi,TE,OAK,6,0,37,6.2,0,3.7,0
2005,318,2072,Lamont Hall,TE,NO,6,0,36,6.0,0,2.3,0
2005,318,8472,Terrence Murphy,WR,GB,5,0,36,7.2,0,12.0,0
2005,320,1256,Duce Staley,RB,PIT,6,0,34,5.7,0,6.8,0
2005,321,4964,Arlen Harris,RB,STL,4,0,34,8.5,0,2.1,0
2005,322,5587,Kris Wilson,TE,KC,3,0,33,11.0,0,2.4,0
2005,323,8572,Justin Green,RB,BAL,7,0,32,4.6,0,2.7,0
2005,323,9468,Brandon Childress,WR,NE,3,0,32,10.7,0,32.0,0
2005,325,839,Cory Schlesinger,RB,DET,8,0,31,3.9,1,2.8,0
2005,325,1472,Pat Johnson,WR,BAL,2,0,31,15.5,0,5.2,0
2005,325,2613,James Jackson,RB,ARI,2,0,31,15.5,0,3.9,0
2005,328,3544,William Green,RB,CLE,5,0,30,6.0,0,3.8,0
2005,328,6291,Jarrett Payton,RB,TEN,6,0,30,5.0,0,2.3,0
2005,328,8314,Dwayne Blakley,TE,ATL,4,0,30,7.5,1,1.9,0
2005,331,4521,Teyo Johnson,TE,ARI,3,0,29,9.7,0,4.8,0
2005,332,456,Jeff Robinson,LS,STL,1,0,28,28.0,0,5.6,0
2005,332,4335,James Mungro,RB,IND,3,0,28,9.3,0,2.3,0
2005,334,3548,Javon Walker,WR,GB,4,0,27,6.8,0,27.0,0
2005,335,709,Brian Kozlowski,TE,WSH,2,0,26,13.0,0,1.6,0
2005,335,1155,Chris Hetherington,FB,SF,5,0,26,5.2,0,1.6,0
2005,335,2696,Tony Stewart,TE,CIN,4,0,26,6.5,0,1.9,0
2005,335,3756,Matt Murphy,TE,HOU,2,0,26,13.0,0,2.9,0
2005,335,4573,Lee Suggs,RB,CLE,6,0,26,4.3,0,3.3,0
2005,335,4612,Donnie Nickey,S,TEN,1,0,26,26.0,0,1.6,0
2005,335,8606,Dante Ridgeway,WR,NYJ,2,0,26,13.0,0,3.3,0
2005,335,9299,Derrick Wimbush,FB,JAX,5,0,26,5.2,0,1.9,0
2005,343,2200,Dez White,WR,ATL,2,0,25,12.5,1,4.2,0
2005,344,1832,Dan Campbell,TE,DAL,3,0,24,8.0,1,1.5,0
2005,345,2724,Dee Brown,RB,KC,3,0,23,7.7,1,2.9,0
2005,345,3761,Rock Cartwright,RB,WSH,2,0,23,11.5,0,1.4,0
2005,347,746,Mark Bruener,TE,HOU,2,0,22,11.0,0,1.4,0
2005,347,5579,Darius Watts,WR,DEN,2,0,22,11.0,0,3.7,0
2005,347,9273,Wesley Duke,TE,DEN,2,0,22,11.0,1,7.3,0
2005,350,1368,Steve Bush,RB,SF,3,0,21,7.0,0,1.4,0
2005,350,1499,Roland Williams,TE,STL,3,0,21,7.0,0,5.3,0
2005,350,5437,Kassim Osgood,WR,SD,2,0,21,10.5,0,1.8,0
2005,350,8604,Tab Perry,WR,CIN,4,0,21,5.3,1,1.3,0
2005,354,5193,Gabe Reid,TE,CHI,3,0,20,6.7,0,1.3,0
2005,355,4314,Joe Burns,RB,BUF,1,0,19,19.0,1,1.2,0
2005,355,5503,Walter Williams,RB,GB,1,0,19,19.0,0,9.5,0
2005,355,6301,Vonta Leach,FB,GB,5,0,19,3.8,0,1.2,0
2005,358,1464,Jerome Pathon,WR,ATL,1,0,18,18.0,0,2.0,0
2005,358,2879,Alan Ricard,RB,BAL,2,0,18,9.0,0,9.0,0
2005,358,3526,Jimmy Farris,WR,WSH,1,0,18,18.0,0,4.5,0
2005,361,6033,Richard Owens,TE,MIN,2,0,18,9.0,0,1.1,0
2005,362,1439,Cameron Cleeland,TE,STL,5,0,17,3.4,1,1.9,0
2005,362,2142,Ron Dayne,RB,DEN,3,0,17,5.7,0,1.7,1
2005,362,2630,Heath Evans,FB,MIA/NE,4,0,17,4.3,0,2.8,0
2005,362,2699,Derrick Blaylock,RB,NYJ,3,0,17,5.7,0,2.4,0
2005,362,4590,LaBrandon Toefield,RB,JAX,3,0,17,5.7,0,1.9,0
2005,362,5223,Cecil Sapp,FB,DEN,2,0,17,8.5,0,1.1,0
2005,362,5634,Tim Euhus,TE,BUF,3,0,17,5.7,0,1.5,0
2005,369,9278,Tyson Thompson,RB,DAL,3,0,16,5.3,0,1.1,0
2005,369,9431,Paul Irons,TE,CLE,2,0,16,8.0,0,8.0,0
2005,371,1764,Troy Edwards,WR,DET,2,0,15,7.5,0,5.0,0
2005,371,2542,Bryan Johnson,FB,CHI,5,0,15,3.0,0,2.1,0
2005,371,4421,Jason McKie,FB,CHI,4,0,15,3.8,0,1.9,0
2005,371,4960,Cortez Hankton,WR,JAX,3,0,15,5.0,0,2.5,0
2005,371,5789,Ronnie Cruz,RB,KC,1,0,15,15.0,0,1.1,0
2005,371,8329,Brett Pierce,TE,DAL,2,0,15,7.5,0,1.5,0
2005,371,8401,Jason Wright,RB,CLE,3,0,15,5.0,0,5.0,0
2005,378,5018,Robert Johnson,TE,WSH,1,0,14,14.0,0,7.0,0
2005,378,8556,Damien Nash,RB,TEN,3,0,14,4.7,0,4.7,0
2005,380,4592,Ovie Mughelli,FB,BAL,3,0,13,4.3,0,1.0,1
2005,380,5760,Derrick Ward,RB,NYG,2,0,13,6.5,0,0.9,0
2005,380,9314,Gregg Guenther,TE,TEN,2,0,13,6.5,0,2.6,0
2005,380,9358,Dominique Thompson,WR,STL,1,0,13,13.0,0,6.5,0
2005,384,822,Fred McCrary,RB,ATL,3,0,12,4.0,0,0.8,0
2005,384,1568,Fred Beasley,RB,SF,2,0,12,6.0,0,1.3,0
2005,384,3734,Ronald Curry,WR,OAK,2,0,12,6.0,0,6.0,0
2005,384,9297,Leonard Weaver,FB,SEA,1,0,12,12.0,0,0.8,0
2005,388,2816,Aveion Cason,RB,STL,1,0,11,11.0,0,5.5,0
2005,388,4543,B.J. Askew,FB,NYJ,1,0,11,11.0,0,1.1,0
2005,388,4712,Richard Angulo,TE,MIN,1,0,11,11.0,0,5.5,0
2005,388,9357,Glenn Martinez,WR,DET,1,0,11,11.0,0,2.2,0
2005,392,5829,Ran Carthon,RB,IND,1,0,10,10.0,0,1.7,0
2005,392,8544,Darren Sproles,RB,SD,3,0,10,3.3,0,0.7,0
2005,394,2087,Ryan Neufeld,FB,BUF,1,0,9,9.0,0,0.7,0
2005,394,2708,Eddie Berlin,WR,CHI,2,0,9,4.5,0,1.8,0
2005,394,4554,Justin Fargas,RB,OAK,1,0,9,9.0,0,0.6,0
2005,397,2586,Anthony Thomas,RB,DAL/NO,2,0,8,4.0,0,2.0,0
2005,397,5593,Ben Hartsock,TE,IND,2,0,8,4.0,0,1.1,0
2005,399,4681,Trent Smith,TE,SF,3,0,7,2.3,0,1.4,0
2005,399,8491,Ryan Moats,RB,PHI,4,0,7,1.8,0,1.0,0
2005,401,9270,Joshua Cribbs,WR,CLE,1,0,7,7.0,0,0.5,0
2005,402,526,Mike Bartrum,TE,PHI,2,0,6,3.0,2,0.4,0
2005,402,5719,Matt Kranchick,TE,NYG/PIT,1,0,6,6.0,0,1.5,0
2005,402,9513,O.J. Small,WR,TEN,1,0,6,6.0,0,3.0,0
2005,405,375,Dave Moore,TE,TB,1,0,5,5.0,0,0.3,0
2005,405,1848,Amos Zereoue,RB,NE,1,0,5,5.0,0,1.7,0
2005,405,2586,Anthony Thomas,RB,DAL/NO,2,0,5,2.5,0,1.0,0
2005,405,4535,Musa Smith,RB,BAL,3,0,5,1.7,0,5.0,0
2005,405,5048,ReShard Lee,RB,GB,1,0,5,5.0,0,0.7,0
2005,405,5799,Terrance Copper,WR,DAL,1,0,5,5.0,0,0.3,0
2005,405,6012,Jason Peters,OT,BUF,2,0,5,2.5,1,0.3,0
2005,412,1257,Mike Vrabel,LB,NE,3,0,4,1.3,3,0.3,0
2005,412,2664,Moran Norris,RB,HOU,1,0,4,4.0,1,0.3,0
2005,412,3664,Jarrod Baxter,RB,ARI,1,0,4,4.0,0,0.5,0
2005,415,729,Dwayne Carswell,OG,DEN,2,0,3,1.5,2,0.4,0
2005,415,3663,Najeh Davenport,RB,GB,2,0,3,1.5,0,0.6,0
2005,415,4794,Sean Berton,TE,NYG,1,0,3,3.0,0,0.2,0
2005,415,8419,Cedric Benson,RB,CHI,1,0,3,3.0,0,0.3,0
2005,419,9388,Alex Holmes,TE,MIA,1,0,2,2.0,0,0.3,0
2005,420,2299,Marc Bulger,QB,STL,1,0,1,1.0,0,0.1,0
2005,420,3773,John Gilmore,TE,CHI,1,0,1,1.0,1,0.1,0
2005,420,4298,Tom Ashworth,OT,NE,1,0,1,1.0,1,0.1,0
2005,420,4972,Will Heller,TE,MIA/TB,1,0,1,1.0,1,0.0,0
2005,424,1682,Kurt Warner,QB,ARI,1,0,0,.0,0,0.0,0
2005,424,2633,Travis Minor,RB,MIA,1,0,0,.0,0,0.0,0
2005,426,4479,Jeff Faine,C,CLE,1,0,-1,-1.0,0,-0.1,0
2005,426,4530,Vince Manuwai,OG,JAX,1,0,-1,-1.0,0,-0.1,0
2005,426,8588,Rasheed Marshall,WR,SF,1,0,-1,-1.0,0,-0.1,0
2005,429,4555,Chris Simms,QB,TB,1,0,-3,-3.0,0,-0.3,0
2005,430,3531,Joey Harrington,QB,DET,1,0,-4,-4.0,0,-0.3,0
2005,431,8455,Michael Roos,OT,TEN,1,0,-7,-7.0,0,-0.4,0
2005,432,2549,Michael Vick,QB,ATL,1,0,-14,-14.0,0,-0.9,0
2006,1,2584,Chad Johnson,WR,CIN,87,151,1369,15.7,7,85.6,1
2006,2,939,Marvin Harrison,WR,IND,95,147,1366,14.4,12,85.4,1
2006,3,2578,Reggie Wayne,WR,IND,86,137,1310,15.2,9,81.9,1
2006,3,5532,Roy Williams,WR,DET,82,152,1310,16.0,7,81.9,2
2006,5,1966,Donald Driver,WR,GB,92,173,1295,14.1,8,80.9,1
2006,6,5538,Lee Evans,WR,BUF,82,138,1292,15.8,8,80.8,1
2006,7,4512,Anquan Boldin,WR,ARI,83,153,1203,14.5,4,75.2,0
2006,8,1757,Torry Holt,WR,STL,93,178,1188,12.8,10,74.3,2
2006,9,1056,Terrell Owens,WR,DAL,85,153,1180,13.9,13,73.8,0
2006,10,2622,Steve Smith Sr.,WR,CAR,83,140,1166,14.0,8,83.3,0
2006,11,4461,Andre Johnson,WR,HOU,103,166,1147,11.1,5,71.7,1
2006,12,658,Isaac Bruce,WR,STL,74,125,1098,14.8,3,68.6,0
2006,12,2209,Laveranues Coles,WR,NYJ,91,152,1098,12.1,6,68.6,1
2006,14,4939,Mike Furrey,WR,DET,98,143,1086,11.1,6,67.9,1
2006,15,3548,Javon Walker,WR,DEN,69,125,1084,15.7,8,67.8,0
2006,16,2753,T.J. Houshmandzadeh,WR,CIN,90,132,1081,12.0,9,77.2,0
2006,17,751,Joey Galloway,WR,TB,62,142,1057,17.0,7,66.1,0
2006,18,940,Terry Glenn,WR,DAL,70,112,1047,15.0,6,69.8,0
2006,19,9838,Marques Colston,WR,NO,70,115,1038,14.8,8,74.1,0
2006,20,2139,Plaxico Burress,WR,NYG,63,124,988,15.7,10,65.9,2
2006,21,1494,Hines Ward,WR,PIT,74,125,975,13.2,6,69.6,2
2006,22,5633,Jerricho Cotchery,WR,NYJ,82,124,961,11.7,6,60.1,0
2006,23,2211,Darrell Jackson,WR,SEA,63,111,956,15.2,10,73.5,1
2006,24,5528,Larry Fitzgerald,WR,ARI,69,111,946,13.7,6,72.8,0
2006,25,8437,Mark Clayton,WR,BAL,67,113,939,14.0,5,58.7,0
2006,26,5362,Antonio Gates,TE,SD,71,118,924,13.0,9,57.8,0
2006,27,1231,Tony Gonzalez,TE,KC,73,104,900,12.3,5,60.0,1
2006,28,8418,Braylon Edwards,WR,CLE,61,125,884,14.5,6,55.3,0
2006,29,5531,Kellen Winslow,TE,CLE,89,120,875,9.8,3,54.7,1
2006,30,936,Muhsin Muhammad,WR,CHI,60,116,863,14.4,5,53.9,1
2006,31,943,Eddie Kennison,WR,KC,53,102,860,16.2,5,53.8,0
2006,32,9611,Santonio Holmes,WR,PIT,49,86,824,16.8,2,51.5,0
2006,33,8449,Reggie Brown,WR,PHI,46,92,816,17.7,8,51.0,0
2006,34,924,Keyshawn Johnson,WR,CAR,70,125,815,11.6,4,50.9,1
2006,35,5549,Steven Jackson,RB,STL,90,110,806,9.0,3,50.4,2
2006,36,2564,Santana Moss,WR,WSH,55,101,790,14.4,6,56.4,1
2006,37,2583,Alge Crumpler,TE,ATL,56,101,780,13.9,8,48.8,0
2006,38,5603,Bernard Berrian,WR,CHI,51,99,775,15.2,6,51.7,2
2006,39,2579,Todd Heap,TE,BAL,73,116,765,10.5,6,47.8,0
2006,40,3576,Reche Caldwell,WR,NE,61,103,760,12.5,4,47.5,1
2006,41,4527,Jason Witten,TE,DAL,64,92,754,11.8,1,47.1,0
2006,42,1263,Derrick Mason,WR,BAL,68,110,750,11.0,2,46.9,1
2006,43,1831,Marty Booker,WR,MIA,55,90,747,13.6,6,53.4,0
2006,44,5575,Devery Henderson,WR,NO,32,54,745,23.3,5,57.3,0
2006,45,9588,Reggie Bush,RB,NO,88,119,742,8.4,2,46.4,0
2006,46,4475,Bryant Johnson,WR,ARI,40,73,740,18.5,4,46.3,0
2006,47,2898,Drew Bennett,WR,TEN,46,97,737,16.0,3,46.1,2
2006,48,5606,Chris Cooley,TE,WSH,57,94,734,12.9,6,45.9,0
2006,49,3591,Antonio Bryant,WR,SF,40,91,733,18.3,3,52.4,0
2006,50,3734,Ronald Curry,WR,OAK,62,90,727,11.7,1,45.4,0
2006,51,3541,Donte' Stallworth,WR,PHI,38,78,725,19.1,5,60.4,0
2006,51,3593,Deion Branch,WR,SEA,53,102,725,13.7,4,51.8,0
2006,53,3619,Brian Westbrook,RB,PHI,77,111,699,9.1,4,46.6,1
2006,54,5941,Wes Welker,WR,MIA,67,99,687,10.3,1,42.9,0
2006,55,4655,Arnaz Battle,WR,SF,59,84,686,11.6,3,42.9,1
2006,56,1042,Joe Horn,WR,NO,37,59,679,18.4,4,67.9,0
2006,57,2600,Chris Chambers,WR,MIA,59,150,677,11.5,4,42.3,0
2006,58,4355,Eric Parker,WR,SD,48,70,659,13.7,0,43.9,0
2006,59,2141,Travis Taylor,WR,MIN,57,87,651,11.4,3,40.7,2
2006,60,5557,Benjamin Watson,TE,NE,49,91,643,13.1,3,49.5,3
2006,60,8436,Matt Jones,WR,JAX,41,76,643,15.7,4,45.9,1
2006,62,3642,Randy McMichael,TE,MIA,62,96,640,10.3,3,40.0,0
2006,63,9638,Greg Jennings,WR,GB,45,104,632,14.0,3,45.1,1
2006,64,1932,Desmond Clark,TE,CHI,45,79,626,13.9,6,39.1,0
2006,65,9307,Nate Washington,WR,PIT,35,70,624,17.8,4,39.0,0
2006,66,3542,Jeremy Shockey,TE,NYG,66,114,623,9.4,7,41.5,0
2006,67,5534,Reggie Williams,WR,JAX,52,91,616,11.8,4,38.5,0
2006,68,4519,L.J. Smith,TE,PHI,50,80,611,12.2,5,38.2,0
2006,69,5682,D.J. Hackett,WR,SEA,45,67,610,13.6,4,43.6,0
2006,70,8497,Chris Henry,WR,CIN,36,76,605,16.8,9,46.5,0
2006,71,5630,Samie Parker,WR,KC,41,68,561,13.7,1,35.1,0
2006,72,935,Eric Moulds,WR,HOU,57,78,557,9.8,1,34.8,1
2006,73,1433,Randy Moss,WR,OAK,42,95,553,13.2,3,42.5,0
2006,74,5645,Ernest Wilford,TE,JAX,36,73,524,14.6,2,32.8,1
2006,75,5555,Kevin Jones,RB,DET,61,78,520,8.5,2,43.3,1
2006,76,5741,Patrick Crayton,WR,DAL,36,48,516,14.3,4,32.3,1
2006,77,866,Rod Smith,WR,DEN,52,94,512,9.8,3,32.0,2
2006,78,2553,LaDainian Tomlinson,RB,SD,56,80,508,9.1,3,31.8,0
2006,79,8442,Roddy White,WR,ATL,30,66,506,16.9,0,31.6,1
2006,80,2718,Cedrick Wilson,WR,PIT,37,69,504,13.6,1,33.6,1
2006,81,1485,Joe Jurevicius,WR,CLE,40,63,495,12.4,3,38.1,0
2006,82,8479,Frank Gore,RB,SF,61,86,485,8.0,1,30.3,1
2006,83,4532,Kevin Curtis,WR,STL,40,57,479,12.0,4,29.9,0
2006,84,5644,Mewelde Moore,RB,MIN,46,62,468,10.2,1,29.3,0
2006,85,1218,Tiki Barber,RB,NYG,58,80,465,8.0,0,29.1,0
2006,86,9859,Hank Baskett,WR,PHI,22,42,464,21.1,2,29.0,0
2006,87,4597,Bobby Wade,WR,TEN,33,58,461,14.0,2,28.8,0
2006,88,8422,Troy Williamson,WR,MIN,37,76,455,12.3,0,32.5,0
2006,89,8475,Vincent Jackson,WR,SD,27,55,453,16.8,6,28.3,0
2006,90,3584,Ladell Betts,RB,WSH,53,64,445,8.4,1,27.8,2
2006,91,276,Keenan McCardell,WR,SD,36,51,437,12.1,0,31.2,1
2006,92,5554,Michael Jenkins,WR,ATL,39,83,436,11.2,7,27.3,0
2006,92,9646,Maurice Jones-Drew,RB,JAX,46,62,436,9.5,2,27.3,0
2006,94,3547,Ashley Lelie,WR,ATL,28,68,430,15.4,1,28.7,0
2006,95,3564,Josh Reed,WR,BUF,34,48,410,12.1,2,31.5,0
2006,95,4485,Larry Johnson,RB,KC,41,67,410,10.0,2,25.6,0
2006,97,1497,Michael Pittman,RB,TB,47,74,405,8.6,0,25.3,0
2006,98,1806,Peerless Price,WR,BUF,49,77,402,8.2,3,25.1,1
2006,99,9697,Demetrius Williams,WR,BAL,22,44,396,18.0,2,24.8,0
2006,100,8444,Heath Miller,TE,PIT,34,55,393,11.6,5,24.6,0
2006,101,2398,Jermaine Wiggins,TE,MIN,46,66,386,8.4,1,24.1,1
2006,102,5799,Terrance Copper,WR,NO,23,42,385,16.7,3,25.7,2
2006,103,420,Troy Brown,WR,NE,43,75,384,8.9,4,24.0,0
2006,103,8510,Brandon Jones,WR,TEN,27,56,384,14.2,4,24.0,0
2006,105,1321,Marcus Robinson,WR,MIN,29,58,381,13.1,4,38.1,2
2006,106,5961,Ben Utecht,TE,IND,37,53,377,10.2,0,25.1,1
2006,107,1432,Ahman Green,RB,GB,46,63,373,8.1,1,26.6,2
2006,108,8593,Bo Scaife,TE,TEN,29,57,370,12.8,2,26.4,1
2006,109,4482,Dallas Clark,TE,IND,30,58,367,12.2,4,30.6,0
2006,110,4582,Brandon Lloyd,WR,WSH,23,56,365,15.9,0,24.3,1
2006,111,941,Amani Toomer,WR,NYG,32,51,360,11.3,3,45.0,0
2006,112,9451,Ruvell Martin,WR,GB,21,42,358,17.0,1,27.5,0
2006,113,5688,Drew Carter,WR,CAR,28,51,357,12.8,3,25.5,0
2006,114,1798,Kevin Faulk,RB,NE,43,56,356,8.3,2,23.7,0
2006,114,5540,Michael Clayton,WR,TB,33,65,356,10.8,1,29.7,1
2006,116,4562,George Wrighster,TE,JAX,39,64,353,9.1,3,22.1,0
2006,117,9684,Owen Daniels,TE,HOU,34,50,352,10.4,5,25.1,0
2006,118,3590,Antwaan Randle El,WR,WSH,32,62,351,11.0,3,21.9,1
2006,119,5412,Greg Lewis,WR,PHI,24,37,348,14.5,2,21.8,1
2006,120,2673,Justin McCareins,WR,NYJ,23,41,347,15.1,1,21.7,1
2006,121,4625,Doug Gabriel,WR,OAK/NE,25,48,344,13.8,3,28.7,1
2006,122,1181,Ike Hilliard,WR,TB,34,53,339,10.0,2,21.2,0
2006,123,9616,Joseph Addai,RB,IND,40,49,325,8.1,1,20.3,0
2006,124,8469,Roscoe Parrish,WR,BUF,23,40,320,13.9,2,20.0,1
2006,125,9613,DeAngelo Williams,RB,CAR,33,36,313,9.5,1,24.1,0
2006,126,9705,Brandon Marshall,WR,DEN,20,37,309,15.5,2,20.6,1
2006,127,1832,Dan Campbell,TE,DET,21,32,308,14.7,4,19.3,0
2006,128,4553,Billy McMullen,WR,MIN,23,43,307,13.3,2,19.2,0
2006,129,9268,Rashied Davis,WR,CHI,22,56,303,13.8,2,18.9,0
2006,130,3616,Chris Baker,TE,NYJ,31,45,300,9.7,4,18.8,0
2006,131,1579,Alvis Whitted,WR,OAK,27,60,299,11.1,0,21.4,1
2006,132,2870,Randal Williams,TE,OAK,28,56,293,10.5,0,18.3,2
2006,133,2773,Eric Johnson,TE,SF,34,48,292,8.6,2,22.5,0
2006,134,937,Bobby Engram,WR,SEA,24,36,290,12.1,1,41.4,0
2006,135,3784,Chester Taylor,RB,MIN,42,51,288,6.9,0,19.2,1
2006,136,9647,Tony Scheffler,TE,DEN,18,37,286,15.9,4,22.0,0
2006,137,5770,Courtney Anderson,TE,OAK,25,44,285,11.4,2,17.8,1
2006,138,8453,Mark Bradley,WR,CHI,14,23,282,20.1,3,28.2,0
2006,139,8417,Ronnie Brown,RB,MIA,33,37,276,8.4,0,21.2,0
2006,140,9703,Leon Washington,RB,NYJ,25,31,270,10.8,0,16.9,1
2006,141,9592,Vernon Davis,TE,SF,20,42,265,13.3,3,26.5,1
2006,142,2670,Correll Buckhalter,RB,PHI,24,28,256,10.7,1,16.0,1
2006,143,1794,Reggie Kelly,TE,CIN,21,32,254,12.1,1,15.9,0
2006,144,3574,Tim Carter,WR,NYG,22,49,253,11.5,2,15.8,1
2006,145,2893,Dominic Rhodes,RB,IND,36,46,251,7.0,0,15.7,1
2006,146,8485,Alex Smith,TE,TB,35,52,250,7.1,3,17.9,1
2006,147,1822,Steve Heiden,TE,CLE,36,45,249,6.9,2,15.6,0
2006,148,1430,Fred Taylor,RB,JAX,23,28,242,10.5,1,16.1,1
2006,149,3549,Daniel Graham,TE,NE,21,34,235,11.2,2,19.6,1
2006,150,3688,Robert Royal,TE,BUF,23,39,233,10.1,3,14.6,0
2006,151,2145,Bubba Franks,TE,GB,25,53,232,9.3,0,14.5,2
2006,152,3556,Jerramy Stevens,TE,SEA,22,48,231,10.5,4,21.0,1
2006,153,2163,Dennis Northcutt,WR,CLE,22,45,228,10.4,0,17.5,0
2006,154,9632,Joe Klopfenstein,TE,STL,20,34,226,11.3,1,14.1,0
2006,155,5880,Willie Parker,RB,PIT,31,42,222,7.2,3,13.9,1
2006,156,9668,Derek Hagan,WR,MIA,21,37,221,10.5,1,13.8,0
2006,157,1755,Edgerrin James,RB,ARI,38,61,217,5.7,0,13.6,0
2006,158,3595,Matt Schobel,TE,PHI,14,22,214,15.3,2,13.4,0
2006,159,2844,Kenny Watson,RB,CIN,23,32,213,9.3,0,13.3,0
2006,160,8658,Noah Herron,RB,GB,29,35,211,7.3,2,13.2,1
2006,161,6016,Malcom Floyd,WR,SD,15,31,210,14.0,3,17.5,0
2006,162,2296,Troy Walters,WR,ARI,23,34,209,9.1,2,13.9,0
2006,163,2284,Dante Hall,WR,KC,26,40,204,7.8,2,13.6,0
2006,163,9756,Wali Lundy,RB,HOU,33,39,204,6.2,0,14.6,0
2006,165,3787,Bryan Fletcher,TE,IND,18,25,202,11.2,2,13.5,0
2006,166,2571,Deuce McAllister,RB,NO,30,36,198,6.6,0,13.2,1
2006,166,2747,David Martin,TE,GB,21,35,198,9.4,2,18.0,0
2006,168,4669,David Tyree,WR,NYG,19,34,197,10.4,2,12.3,0
2006,169,8420,Cadillac Williams,RB,TB,30,42,196,6.5,0,14.0,1
2006,169,8523,Marion Barber,RB,DAL,23,32,196,8.5,2,12.3,0
2006,171,9607,Laurence Maroney,RB,NE,22,30,194,8.8,1,13.9,0
2006,172,3663,Najeh Davenport,RB,PIT,15,21,193,12.9,1,14.8,0
2006,173,4529,Nate Burleson,WR,SEA,18,36,192,10.7,2,12.0,0
2006,174,2401,Aaron Stecker,RB,NO,19,27,190,10.0,0,15.8,0
2006,175,4633,David Kircus,WR,DEN,9,27,187,20.8,0,11.7,0
2006,176,4592,Ovie Mughelli,FB,BAL,21,24,182,8.7,2,11.4,1
2006,177,1175,Warrick Dunn,RB,ATL,22,27,170,7.7,1,10.6,0
2006,177,1301,Kris Mangum,TE,CAR,21,32,170,8.1,1,11.3,0
2006,177,3579,Clinton Portis,RB,WSH,17,25,170,10.0,0,21.3,0
2006,180,2212,Reuben Droughns,RB,CLE,27,33,169,6.3,0,12.1,0
2006,181,4579,Justin Griffith,FB,ATL,23,28,168,7.3,3,10.5,1
2006,182,3437,Daniel Wilcox,TE,BAL,20,26,166,8.3,3,11.9,2
2006,183,1541,Corey Bradford,WR,DET,14,25,164,11.7,0,18.2,1
2006,183,2032,Mark Campbell,TE,NO,18,29,164,9.1,0,11.7,0
2006,185,2287,Sammy Morris,RB,MIA,21,35,162,7.7,0,13.5,2
2006,185,4421,Jason McKie,FB,CHI,25,37,162,6.5,0,10.8,0
2006,187,9658,Leonard Pope,TE,ARI,16,24,161,10.1,0,10.1,0
2006,188,1478,Stephen Alexander,TE,DEN,18,34,160,8.9,2,10.0,0
2006,188,4713,Kevin Walter,WR,HOU,17,21,160,9.4,0,10.0,1
2006,190,518,Mack Strong,FB,SEA,29,42,159,5.5,0,9.9,2
2006,190,3562,DeShaun Foster,RB,CAR,32,46,159,5.0,0,11.4,1
2006,190,4242,Tony Fisher,RB,STL,14,18,159,11.4,0,19.9,0
2006,190,9672,David Thomas,TE,NE,11,16,159,14.5,1,10.6,0
2006,194,9864,Mike Bell,RB,DEN,20,27,158,7.9,0,10.5,0
2006,195,4481,Willis McGahee,RB,BUF,18,25,156,8.7,0,11.1,0
2006,195,4503,Bethel Johnson,WR,MIN/NO,9,19,156,17.3,0,14.2,0
2006,197,2138,Thomas Jones,RB,CHI,36,47,154,4.3,0,9.6,0
2006,198,9622,Chad Jackson,WR,NE,13,19,152,11.7,3,12.7,0
2006,199,1318,James Thrash,WR,WSH,12,20,151,12.6,1,9.4,0
2006,200,2538,Bryan Gilmore,WR,SF,8,30,150,18.8,1,9.4,0
2006,201,4614,Donald Lee,TE,GB,10,21,150,15.0,0,10.0,0
2006,201,5565,Ben Troupe,TE,TEN,13,29,150,11.5,2,15.0,0
2006,203,8524,Brandon Jacobs,RB,NYG,11,14,149,13.5,0,9.9,0
2006,204,1196,Corey Dillon,RB,NE,15,16,147,9.8,0,9.2,0
2006,204,1492,Az-Zahir Hakim,WR,DET/SD,17,27,147,8.6,0,24.5,0
2006,206,5757,Michael Gaines,TE,CAR,15,28,146,9.7,0,9.1,0
2006,206,10304,John Madsen,TE,OAK,11,19,146,13.3,1,9.7,0
2006,208,3561,Jabar Gaffney,WR,NE,11,20,142,12.9,1,12.9,0
2006,208,5568,Julius Jones,RB,DAL,9,15,142,15.8,0,8.9,0
2006,210,1740,Obafemi Ayanbadejo,RB,ARI,17,19,139,8.2,0,9.9,1
2006,210,2586,Anthony Thomas,RB,BUF,22,24,139,6.3,0,8.7,0
2006,212,5048,ReShard Lee,RB,OAK,20,25,138,6.9,0,8.6,0
2006,212,10188,Ahmard Hall,FB,TEN,15,21,138,9.2,0,9.9,1
2006,214,4978,Maurice Hicks,RB,SF,13,15,137,10.5,1,8.6,0
2006,215,4564,Shaun McDonald,WR,STL,13,19,136,10.5,1,8.5,1
2006,216,4535,Musa Smith,RB,BAL,22,25,135,6.1,0,11.3,0
2006,217,4964,Arlen Harris,RB,DET,18,25,132,7.3,0,13.2,0
2006,217,5587,Kris Wilson,TE,KC,15,24,132,8.8,3,8.3,0
2006,219,1971,Billy Miller,TE,NO,14,23,129,9.2,0,12.9,1
2006,220,9410,Carlyle Holiday,WR,GB/ARI,9,15,126,14.0,0,31.5,0
